english,english_normalized,domain,primary_tamil,all_alternatives,sources
micro graphics,micro graphics,general,நுண் வரைவியல்,நுண் வரைவியல்,அண்ணா பல்கலைக்கழகம்
micro instructions,micro instructions,general,நுண் ஆணைகள்,நுண் ஆணைகள்,அண்ணா பல்கலைக்கழகம்
micro justification,micro justification,general,நுண் நேராக்கம்,நுண் நேராக்கம்,அண்ணா பல்கலைக்கழகம்
micro logic,micro logic,general,நுண் ஏரணம்,நுண் ஏரணம்,அண்ணா பல்கலைக்கழகம்
micro miniaturization,micro miniaturization,general,நுண் சிற்றளவாக்கம்,நுண் சிற்றளவாக்கம்,அண்ணா பல்கலைக்கழகம்
micro processor,micro processor,hardware,நுண் செயலகம்,"நுண் செயலகம்,நுண் செயலி","அண்ணா பல்கலைக்கழகம்,aangilam.org"
micro progamming,micro progamming,general,நுண் நிரலாக்கம்,நுண் நிரலாக்கம்,அண்ணா பல்கலைக்கழகம்
micro spacing,micro spacing,general,நுண்வெளி டல்,நுண்வெளி டல்,அண்ணா பல்கலைக்கழகம்
micro to mainframe linkage,micro to mainframe linkage,hardware,நுண்ணிலிருந்து பெருமுக இணைப்பு,நுண்ணிலிருந்து பெருமுக இணைப்பு,மணவை முஸ்தபா
microcassette,microcassette,general,நுண் ஒளிச் சுருள்கள்;நுண்ஒளிப் பேழை,நுண் ஒளிச் சுருள்கள்;நுண்ஒளிப் பேழை,மணவை முஸ்தபா
microchannel architecture,microchannel architecture,general,நுண் தடக் கட்டுமானம்,நுண் தடக் கட்டுமானம்,மணவை முஸ்தபா
microchart,microchart,office,நுண்சிப்பு,நுண்சிப்பு,மணவை முஸ்தபா
microchip,microchip,hardware,நுண்மின்சுற்று,நுண்மின்சுற்று,மணவை முஸ்தபா
microcircuit,microcircuit,general,நுண்மின்சுற்று,நுண்மின்சுற்று,மணவை முஸ்தபா
microcoding,microcoding,general,நுண்குறியீட்டு முறை,நுண்குறியீட்டு முறை,மணவை முஸ்தபா
microcoding device,microcoding device,general,நுண்குறி மின்சுற்றுயீட்டுச் சாதனம்,நுண்குறி மின்சுற்றுயீட்டுச் சாதனம்,மணவை முஸ்தபா
microcomputer,microcomputer,general,நுண்கணினி,நுண்கணினி,மணவை முஸ்தபா
microcomputer applications,microcomputer applications,general,நுண்கணினிப் பயன்பாடுகள்,நுண்கணினிப் பயன்பாடுகள்,மணவை முஸ்தபா
microcomputer chip,microcomputer chip,hardware,நுண் கணிப்பொறிச் சிப்பு,நுண் கணிப்பொறிச் சிப்பு,மணவை முஸ்தபா
microcomputer components,microcomputer components,general,நுண்கணினி அமைப்பிகள்,நுண்கணினி அமைப்பிகள்,மணவை முஸ்தபா
